TripStartTime,PickupLon,PickupLat,DropLon,DropLat,GT_Distance,GT_Duration,OsrmDistance,OsrmDuration
11-05-13 23:32,-73.987717,40.728519,-74.002228,40.7337,None,7.65,1.6298,3.555
11-06-13 00:20,-73.990234,40.729504,-73.94857,40.773815,None,13.2166666667,6.8521,9.935
11-06-13 00:44,-73.964668,40.761547,-73.966576,40.788956,None,9.41666666667,4.2318,5.89
11-06-13 01:05,-73.980133,40.765308,-73.998329,40.72031,None,12.15,6.1622,12.29
11-06-13 01:25,-73.987076,40.729378,-73.980362,40.733681,None,3.65,1.1582,2.71833333333
11-06-13 02:45,-73.993721,40.721172,-74.006493,40.73933,None,8.53333333333,3.0022,6.68
11-06-13 03:36,-73.991898,40.726013,-73.992744,40.73399,None,4.31666666667,1.1576,2.72333333333
11-06-13 17:15,-73.874718,40.773926,-73.97094,40.798622,None,30.2333333333,13.571,17.6283333333
11-06-13 17:49,-73.972542,40.794937,-73.959305,40.781246,None,7.93333333333,2.5859,3.46
11-06-13 17:59,-73.958542,40.780827,-73.946793,40.77499,None,7.48333333333,1.5718,2.69666666667
11-06-13 18:34,-73.961075,40.780449,-73.986839,40.748325,None,34.1333333333,4.3196,7.10666666667
11-06-13 19:10,-73.987045,40.748333,-74.003967,40.751762,None,10.3666666667,2.0324,4.57
11-06-13 19:22,-74.002281,40.751099,-73.995613,40.762028,None,2.9,1.5459,3.52166666667
11-06-13 19:43,-73.982407,40.760265,-73.982475,40.743896,None,20.8166666667,2.4867,5.18333333333
11-06-13 20:23,-73.992722,40.756256,-74.001427,40.746323,None,4.33333333333,1.4061,2.975
11-06-13 20:36,-73.989159,40.747849,-73.902306,40.727982,None,16.45,8.6833,10.96
11-06-13 21:43,-73.874702,40.773975,-73.952148,40.717419,None,13.1,10.9201,11.99
11-06-13 22:00,-73.954834,40.716633,-73.988495,40.726479,None,9.81666666667,4.5442,7.595
11-06-13 22:11,-73.988838,40.726601,-73.979637,40.686871,None,14.2666666667,4.9854,7.89
11-06-13 23:39,-73.986519,40.748024,-73.982285,40.736019,None,9.15,2.0504,4.54666666667
